run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,paranoid_min,300,50,200,599,300,150,150,155,145,75,70,75,80,1061246,1056372,,0
11,linear,paranoid_min,300,50,200,599,300,150,150,164,136,75,61,75,89,1131214,899036,,0
12,linear,paranoid_min,300,50,200,599,300,150,150,160,140,75,65,75,85,1137706,980360,,0
8,linear,paranoid_min,300,50,200,599,300,150,150,163,137,75,62,75,88,1105286,830798,,0
5,linear,paranoid_min,300,50,200,599,300,150,150,142,158,75,83,75,67,1073954,1340978,,0
13,linear,paranoid_min,300,50,200,599,300,150,150,147,153,75,78,75,72,1093514,1191218,,0
6,linear,paranoid_min,300,50,200,599,300,150,150,163,137,75,62,75,88,1101508,896930,,0
7,linear,paranoid_min,300,50,200,599,300,150,150,158,142,75,67,75,83,1104940,1023766,,0
10,linear,paranoid_min,300,50,200,599,300,150,150,137,163,75,88,75,62,1063102,1372784,,0
9,linear,paranoid_min,300,50,200,599,300,150,150,169,131,75,56,75,94,1142168,774302,,0
4,linear,paranoid_min,300,50,200,599,300,150,150,156,144,75,69,75,81,1110808,971492,,0
2,linear,paranoid_min,300,50,200,599,300,150,150,153,147,75,72,75,78,1109504,943158,,0
3,linear,paranoid_min,300,50,200,599,300,150,150,149,151,75,76,75,74,1098816,1159212,,0
14,linear,paranoid_min,300,50,200,599,300,150,150,133,167,75,92,75,58,1078068,1441242,,0
15,linear,paranoid_min,300,50,200,599,300,150,150,154,146,75,71,75,79,1170330,1057172,,0
16,linear,paranoid_min,300,50,200,599,300,150,150,169,131,75,56,75,94,1121112,864522,,0
18,linear,paranoid_min,300,50,200,599,300,150,150,157,143,75,68,75,82,1140854,955764,,0
17,linear,paranoid_min,300,50,200,599,300,150,150,154,146,75,71,75,79,1123798,1073054,,0
19,linear,paranoid_min,300,50,200,599,300,150,150,134,166,75,91,75,59,1098686,1379518,,0
27,linear,paranoid_min,300,50,200,599,300,150,150,147,153,75,78,75,72,1114568,1267778,,0
26,linear,paranoid_min,300,50,200,599,300,150,150,153,147,75,72,75,78,1112764,1079130,,0
28,linear,paranoid_min,300,50,200,599,300,150,150,155,145,75,70,75,80,1108408,1058496,,0
29,linear,paranoid_min,300,50,200,599,300,150,150,146,154,75,79,75,71,1064808,1252854,,0
20,linear,paranoid_min,300,50,200,599,300,150,150,147,153,75,78,75,72,1121792,1131468,,0
30,linear,paranoid_min,300,50,200,599,300,150,150,158,142,75,67,75,83,1116400,1009412,,0
23,linear,paranoid_min,300,50,200,599,300,150,150,139,161,75,86,75,64,1134764,1218664,,0
21,linear,paranoid_min,300,50,200,599,300,150,150,141,159,75,84,75,66,1069482,1306814,,0
22,linear,paranoid_min,300,50,200,599,300,150,150,158,142,75,67,75,83,1090046,924346,,0
24,linear,paranoid_min,300,50,200,599,300,150,150,167,133,75,58,75,92,1112806,888810,,0
25,linear,paranoid_min,300,50,200,599,300,150,150,163,137,75,62,75,88,1072332,973064,,0
