run number,_network_type,discovery_type,_nodes,proportion_paranoid,stability-factor,step,count turtles,count turtles with standard? = true,count turtles with paranoid? = true,count turtles with p? = true,count turtles with notp? = true,count turtles with paranoid? = true and notp? = true,count turtles with standard? = true and notp? = true,count turtles with paranoid? = true and p? = true,count turtles with standard? = true and p? = true,sum betweenness-centrality_p of turtles,sum betweenness-centrality_notp of turtles,ranking of turtles with discover_p? = true,ranking of turtles with discover_notp? = true
1,linear,standard_max,300,12,200,799,300,264,36,198,102,18,84,18,180,4447756,4377386,299,
5,linear,standard_max,300,12,200,799,300,264,36,182,118,18,100,18,164,4435596,4386712,299,
12,linear,standard_max,300,12,200,799,300,264,36,202,98,18,80,18,184,4425314,4366122,299,
13,linear,standard_max,300,12,200,799,300,264,36,187,113,18,95,18,169,4451850,4422214,299,
6,linear,standard_max,300,12,200,799,300,264,36,204,96,18,78,18,186,4455100,4343342,299,
4,linear,standard_max,300,12,200,799,300,264,36,154,146,18,128,18,136,4415932,4455100,299,
11,linear,standard_max,300,12,200,799,300,264,36,147,153,18,135,18,129,4342890,4409274,299,
10,linear,standard_max,300,12,200,799,300,264,36,134,166,18,148,18,116,4444838,4424090,299,
9,linear,standard_max,300,12,200,799,300,264,36,163,137,18,119,18,145,4389342,4409772,299,
3,linear,standard_max,300,12,200,799,300,264,36,149,151,18,133,18,131,4418260,4387472,299,
7,linear,standard_max,300,12,200,799,300,264,36,135,165,18,147,18,117,4425314,4397622,299,
8,linear,standard_max,300,12,200,799,300,264,36,124,176,18,158,18,106,4382480,4344322,299,
2,linear,standard_max,300,12,200,799,300,264,36,135,165,18,147,18,117,4401648,4414120,299,
14,linear,standard_max,300,12,200,799,300,264,36,136,164,18,146,18,118,4275062,4392710,299,
15,linear,standard_max,300,12,200,799,300,264,36,115,185,18,167,18,97,4447462,4448820,299,
16,linear,standard_max,300,12,200,799,300,264,36,173,127,18,109,18,155,4430468,4399138,299,
17,linear,standard_max,300,12,200,799,300,264,36,150,150,18,132,18,132,4454208,4394220,299,
20,linear,standard_max,300,12,200,799,300,264,36,187,113,18,95,18,169,4443110,4380942,299,
19,linear,standard_max,300,12,200,799,300,264,36,163,137,18,119,18,145,4455100,4370792,299,
18,linear,standard_max,300,12,200,799,300,264,36,188,112,18,94,18,170,4450670,4360472,299,
23,linear,standard_max,300,12,200,799,300,264,36,168,132,18,114,18,150,4323812,4324048,299,
21,linear,standard_max,300,12,200,799,300,264,36,115,185,18,167,18,97,4325520,4379760,299,
22,linear,standard_max,300,12,200,799,300,264,36,224,76,18,58,18,206,4447166,4352568,299,
24,linear,standard_max,300,12,200,799,300,264,36,120,180,18,162,18,102,4454506,4343868,299,
26,linear,standard_max,300,12,200,799,300,264,36,172,128,18,110,18,154,4452438,4411208,299,
27,linear,standard_max,300,12,200,799,300,264,36,147,153,18,135,18,129,4407838,4400300,299,
25,linear,standard_max,300,12,200,799,300,264,36,154,146,18,128,18,136,4289228,4255652,299,
28,linear,standard_max,300,12,200,799,300,264,36,148,152,18,134,18,130,4349602,4445664,299,
29,linear,standard_max,300,12,200,799,300,264,36,180,120,18,102,18,162,4438200,4374992,299,
30,linear,standard_max,300,12,200,799,300,264,36,196,104,18,86,18,178,4353802,4337488,299,
